,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Response,Country,Frequency,Monetary,Customer_Age
2160,Graduation,Together,42523.0,0,0,96,0,CA,6,125,50
2161,Graduation,Together,31761.0,1,0,96,0,AUS,7,98,30
2162,Graduation,Together,65747.0,0,1,96,0,CA,15,460,45
2163,Master,Together,17144.0,1,1,96,0,CA,7,47,54
2164,Master,Together,17144.0,1,1,96,0,SA,7,47,54
2165,Graduation,Single,,2,1,96,0,AUS,7,124,63
2166,PhD,Together,84618.0,0,0,96,0,AUS,25,1672,48
2167,PhD,Together,84618.0,0,0,96,0,SP,25,1672,48
2168,PhD,Together,66375.0,0,1,96,0,AUS,11,948,65
2169,Graduation,Together,42213.0,0,1,96,0,SP,13,363,56
2170,Graduation,Together,,0,1,96,0,CA,18,725,50
2171,PhD,Single,51141.0,0,0,96,0,SP,8,157,73
2172,Graduation,Together,15072.0,2,0,96,0,IND,7,53,33
2173,2n Cycle,Together,7500.0,1,0,96,0,SP,5,36,27
2174,2n Cycle,Together,17117.0,1,0,96,0,SA,7,128,35
2175,Graduation,Together,59754.0,0,1,96,1,SA,13,475,47
2176,Master,Together,65569.0,0,1,96,0,SP,21,859,59
2177,2n Cycle,Single,28457.0,0,0,96,0,SP,9,205,60
2178,PhD,Single,86857.0,0,0,96,1,US,21,2114,40
2179,PhD,Single,86857.0,0,0,96,1,SA,21,2114,40
2180,Graduation,Together,68142.0,0,1,96,0,SP,21,1459,48
2181,Graduation,Together,48794.0,1,1,97,0,US,4,54,61
2182,Graduation,Together,63404.0,0,2,97,0,SP,13,902,50
2183,2n Cycle,Together,49669.0,1,0,97,0,SP,12,326,40
2184,Graduation,Together,55761.0,0,1,97,0,SP,8,184,50
2185,Graduation,Single,78331.0,0,1,97,0,SA,23,1638,56
2186,Graduation,Together,37971.0,1,0,97,0,US,4,30,40
2187,Graduation,Together,30368.0,0,1,97,0,SP,5,52,36
2188,PhD,Together,34043.0,1,0,97,0,SP,4,49,35
2189,PhD,Single,54111.0,0,1,97,0,SP,13,388,48
2190,Graduation,Single,69932.0,0,1,97,0,SP,24,1049,49
2191,PhD,Together,39665.0,1,0,97,0,SP,9,216,32
2192,Graduation,Together,93404.0,1,2,97,0,CA,14,1616,59
2193,Graduation,Together,38680.0,1,0,97,0,US,5,79,29
2194,Graduation,Together,24570.0,1,0,97,0,SP,8,193,29
2195,PhD,Together,77766.0,0,1,97,1,SP,32,1529,46
2196,PhD,Together,77766.0,0,1,97,1,SP,32,1529,46
2197,Graduation,Together,64961.0,0,1,97,0,SA,14,1009,54
2198,Master,Single,23748.0,1,0,97,0,SP,6,76,44
2199,Graduation,Single,45989.0,0,1,97,0,SA,12,322,48
2200,2n Cycle,Single,23331.0,1,0,97,0,IND,11,269,24
2201,PhD,Together,70421.0,0,1,98,0,CA,20,767,60
2202,PhD,Single,23091.0,1,1,98,0,SP,6,48,51
2203,2n Cycle,Together,24683.0,1,0,98,0,SP,6,41,24
2204,PhD,Together,157243.0,0,1,98,0,IND,22,1608,41
2205,PhD,Together,54222.0,0,1,98,0,SP,11,264,41
2206,Graduation,Single,73455.0,0,0,98,0,SA,21,2088,45
2207,Graduation,Together,84906.0,0,0,98,0,SP,23,1631,41
2208,Graduation,Together,84906.0,0,0,98,0,GER,23,1631,41
2209,2n Cycle,Together,47025.0,0,1,98,0,SP,18,635,35
2210,Graduation,Together,44529.0,0,1,98,0,SP,19,691,47
2211,PhD,Single,31560.0,1,0,98,0,CA,6,94,39
2212,PhD,Single,90687.0,0,0,98,1,SP,16,1779,30
2213,PhD,Together,66973.0,0,0,98,0,IND,27,1282,24
2214,Graduation,Together,41154.0,0,1,98,0,SP,5,69,35
2215,Graduation,Together,64590.0,0,0,98,0,SP,23,1338,44
2216,PhD,Single,50611.0,0,1,98,1,US,16,493,52
2217,PhD,Single,50611.0,0,1,98,0,US,16,493,52
2218,Graduation,Single,83273.0,1,2,98,0,US,19,1392,42
2219,Graduation,Single,81702.0,0,0,98,0,CA,26,1633,32
2220,Master,Together,24401.0,0,0,98,0,SA,13,467,33
2221,Graduation,Together,42557.0,0,1,98,0,SP,11,270,38
2222,2n Cycle,Together,7500.0,1,0,98,0,SP,6,100,27
2223,Graduation,Together,78416.0,0,1,99,0,SP,24,1179,38
2224,Graduation,Together,44794.0,0,1,99,0,SA,5,65,48
2225,Graduation,Together,44794.0,0,1,99,0,AUS,5,65,48
2226,Graduation,Single,69719.0,0,0,99,0,SP,10,801,40
2227,Graduation,Together,62568.0,0,1,99,0,SP,13,953,52
2228,Graduation,Together,42231.0,1,1,99,0,SP,4,37,45
2229,2n Cycle,Together,20130.0,0,0,99,0,SP,4,34,40
2230,2n Cycle,Together,20130.0,0,0,99,0,SP,4,34,40
2231,Graduation,Single,42429.0,0,1,99,0,AUS,5,67,41
2232,Graduation,Single,42429.0,0,1,99,0,SP,5,67,41
2233,2n Cycle,Single,36640.0,1,0,99,0,IND,5,65,113
2234,Graduation,Single,78901.0,0,1,99,0,US,17,734,40
2235,PhD,Single,66476.0,0,1,99,0,US,18,689,37
2236,2n Cycle,Together,31056.0,1,0,99,0,SP,4,55,36
2237,Graduation,Single,46310.0,1,0,99,0,SP,12,309,36
2238,Graduation,Together,65819.0,0,0,99,0,IND,19,1383,34
2239,PhD,Together,94871.0,0,2,99,1,CA,17,1078,43
